id,created_at,username,tweet
1492424198970802176,2022-02-12 09:03:51 UTC,pdi_perjuangan,"Setalah melalui proses sidang paripurna, lanjut Made, poin-poin yang telah disepakati dari hasil reses, nantinya akan dijadikan bahan oleh pemerintah daerah untuk prioritas kebijakan pembangunan sejumlah sektor di Banyuwangi pada tahun 2023 mendatang."
1508761884648161282,2022-03-29 11:03:59 UTC,pdi_perjuangan,"Dikatakannya, reses dilaksanakan untuk menyerap aspirasi warga daerah pemilihannya untuk dituangkan dalam pokok-pokok pikiran DPRD sebagai mekanisme penganggaran melalui APBD Tahun 2023.  “Selama ini, dalam kegiatan musrenbang (musyawarah rencana pembangunan),"
1508603069168484355,2022-03-29 00:32:54 UTC,xaximata,Tanda tanda 4 ekonomi USA akan melambat/resesi? Paling cepat quartal 4 2022 atau semester 1 2023?
1508602209889841152,2022-03-29 00:29:29 UTC,xaximata,Tanda tanda 3 ekonomi USA akan melambat/resesi? Paling cepat quartal 4 2022 atau semester 1 2023?
1508602105350979584,2022-03-29 00:29:05 UTC,xaximata,Tanda tanda 2 ekonomi USA akan melambat/resesi? Paling cepat quartal 4 2022 atau semester 1 2023?
1508601997603504132,2022-03-29 00:28:39 UTC,xaximata,Tanda tanda 1 ekonomi USA akan melambat/resesi? Paling cepat quartal 4 2022 atau semester 1 2023?
1505825912729706500,2022-03-21 08:37:29 UTC,memontum_online,DPRD Trenggalek Bahas Hasil Reses dan Setujui Pokir Ranwal RKPD Tahun 2023  https://t.co/g016cvoZj0
1504708025210195968,2022-03-18 06:35:23 UTC,ralebdotcom,Dewan Kawal Hasil Reses Masuk RKPD 2023  https://t.co/KrBYJF3SEj
1504300906220818432,2022-03-17 03:37:39 UTC,fxstreetnewsid,AS: Kemungkinan Resesi pada 2023 – Gundlach DoubleLine  https://t.co/3z89Qtyv7R #Resesi #AmerikaSerikat #IndikatorEkonomi #Inflasi
1502605409932042240,2022-03-12 11:20:21 UTC,pdi_perjuangan,"Politisi PDI Perjuangan itu menyebut, seluruh fraksi sudah mengadakan rapat dan berkoordinasi dengan OPD Provinsi Babel dalam menyampaikan pokir dan hasil reses untuk RKPD 2023."
1502115333980799004,2022-03-11 02:52:58 UTC,fxstreetnewsid,Ekonomi AS Berisiko Resesi pada 2023 – Goldman Sachs  https://t.co/XBRpqbKv7I #Resesi #PDB #Bank #AmerikaSerikat #Ukraina
1500806036323803138,2022-03-07 12:10:17 UTC,porosj,"Reses di Subang, Teh Ineu Sebut Pembangunan Bisa Optimal di 2023  https://t.co/9OxAWTEXXG"
1499828221814231044,2022-03-04 19:24:48 UTC,msmbangka,Reses Masa Persidangan Tahun 2021-2023 Serap Aspirasi Masyarakat Dapil 3 Banten  https://t.co/HqsUqZ0PgY
1518998655080239109,2022-04-26 17:01:15 UTC,marketspidey,5. cadangan devisa indonesia yang melemah 6. liquidity di market yang berkurang 7. peak interest rate bakal di 2023 dan prediksi resesi U.S. di Q4 2022 dan Q1 2023 8. Market as the forward looking machine 9. gold melemah (gold selalu berbanding terbalik dengan usd) 10. ppi report
1518998655080239109,2022-04-26 17:01:15 UTC,marketspidey,5. cadangan devisa indonesia yang melemah 6. liquidity di market yang berkurang 7. peak interest rate bakal di 2023 dan prediksi resesi U.S. di Q4 2022 dan Q1 2023 8. Market as the forward looking machine 9. gold melemah (gold selalu berbanding terbalik dengan usd) 10. ppi report
1519668671404122112,2022-04-28 13:23:39 UTC,marketspidey,Oh wow..... Kemaren kita predict resesi kemungkinan baru terjadi di Q4 2022 Q1 2023 tapi ternyata oh ternyata  Kita sekarang lagi di resesi ekonomi 😵
1518998655080239109,2022-04-26 17:01:15 UTC,marketspidey,5. cadangan devisa indonesia yang melemah 6. liquidity di market yang berkurang 7. peak interest rate bakal di 2023 dan prediksi resesi U.S. di Q4 2022 dan Q1 2023 8. Market as the forward looking machine 9. gold melemah (gold selalu berbanding terbalik dengan usd) 10. ppi report
1518211088000585728,2022-04-24 12:51:45 UTC,arnold5508,Harus diakui sinkronisasI #KSSK #moneter #fiskal bagus-counter cyclical padu. BI rate tetap 3.5% stimulus lanjut. Kondisi ini akan kendalikan inflasi &amp; aktivitas perekonomian berjalan mulus. Feb 2023 akan terlihat PDB tumbuh di atas 5% saat global dlm resesi-anggap saja nubuat
1517138335541915648,2022-04-21 13:49:00 UTC,tararotaro,"@kaptencrypto707 Mudah-mudahan tercapai, ingat kawan resesi global di depan mata kita. Sri Lanka sudah resesi, ada beberapa negara lagi menyusul. Kemungkinan terburuk tahun 2023 terjadi dump parah, investor pasti lari dari asset2 yg beresiko tinggi macam crypto dan saham. #BUKANFUD"
1514178950121291777,2022-04-13 09:49:28 UTC,softwarnews,Jerman menuju resesi 2023 jika ngotot menghentikan gas Rusia - AFP melaporkan
1512266601143357456,2022-04-08 03:10:28 UTC,sekindonews,Mendra Kurniawan Wakil Ketua 1 DPRD Bangka Gelar Reses Pertama 2022-2023  https://t.co/pU7bBVRwuL
1511968200271237123,2022-04-07 07:24:44 UTC,pdi_perjuangan,"Kita kejar-kejaraan dengan deadline penghapusan honorer di tahun 2023 mendatang, jadi ini harus kita kebut, saya mohon sebelum kita reses, sebelum Idul Fitri, mumpung di bulan puasa mari berjuang bersama-sama lakukan rapat dengan lintas kementrian,"" ujar Dewi Aryani."
1511564354105143301,2022-04-06 04:40:00 UTC,runningtextid,DEUTSCHE BANK MEMPROYEKSI AS AKAN ALAMI RESESI RINGAN PADA AKHIR 2023 #RESESI #AS #EKONOMI
1511541400478765057,2022-04-06 03:08:47 UTC,pietrader_id,2/ Lalu Deutsche Bank jadi bank besar pertama yg memprediksi akan terjadi resesi di US tahun 2023.  Situasi konflik RUS vs UKR nampaknya masih berlarut-larut dan negosiasi damai yg nampak berjalan lancar minggu lalu kelihatan-nya ketemu jalan buntu.
1511520338911236103,2022-04-06 01:45:06 UTC,pietrader_id,BREAKING NEWS!! 1/ Deutsche Bank menjadi bank besar pertama yg secara resmi menyatakan prediksi bahwa akan terjadi resesi di US tahun 2023.  https://t.co/VyBDPS43yH
1511293928481648642,2022-04-05 10:45:25 UTC,dprddkijakarta,Wakil Ketua DPRD Misan Samsuri meminta seluruh aspirasi masyarakat yang tertuang dalam laporan reses pertama ditindaklanjuti dengan memasukan dalam program Musrenbang untuk Rencana Kerja Pemerintah Daerah 2023.  #DPRDDKI #aspirasi #pembangunan #reses   https://t.co/WjPRso1dEy
1510144739542433792,2022-04-02 06:38:57 UTC,xaximata,@BKFKemenkeu @ChatibBasri  USA resesi semestee I 2023
1529861486767706112,2022-05-26 16:26:16 UTC,caritauinfo,Glenn Hutchins dari Pulau Utara Mengharapkan Resesi Menerjang AS pada 2023  https://t.co/AVYKE2M5Hr
1529726897093222400,2022-05-26 07:31:27 UTC,fitri_greens,"@PartaiSocmed Udah dr 2th diksh tau bakalan ada krisis pangan, th 2023 bakalan ada resesi global   Dr 2th lalu dr Tifa udah ngasih tau suruh nanem sayur mayur di rmh dan jg ternak lele  Klo nanem bs pake pot/galon bekas"
1527860214569250816,2022-05-21 03:53:56 UTC,suaramedianasi1,"Reses Agus Mulyadi, 2023 Kadununggal Dapatkan Jalan Lingkungan Baru  https://t.co/YJungUuGnl via @suaramedianasional.co.id"
1527650857168556033,2022-05-20 14:02:01 UTC,edy_siregar_77,"Ekonomi Makin Pulih, Sri Mulyani Yakin Jumlah Orang Miskin Bisa Turun di 2023  https://t.co/LiN2fLPpa4 Resesi Ekonomi dan Kenaikan Inflasi sudah didepan mata, yakin Bu Menkeu jumlah orang miskin bisa turun di 2023 ??"
1527478599850262541,2022-05-20 02:37:32 UTC,fxstreetnewsid,Departemen Keuangan Selandia Baru: Ekonomi Akan Melewati Resesi Pada Tahun 2023  https://t.co/AxX4qQYJ8F #NewZealand #NZDUSD #Recession #EconomicIndicator
1526501362393317376,2022-05-17 09:54:20 UTC,yudasukama,"Fase buruk IHSG kalo terjadi konsolidasi jangka panjang. Ada bau2 menyengat bakal terjadi resesi lagi di sekitar 2023 - 2025, JIKA confirm konsolidasi dan ga berhasil membentuk Higher High.  https://t.co/B1sFBSWlcx"
1526382690844700673,2022-05-17 02:02:46 UTC,misstyameyocom,Jadi alasan para investor itu nahan duit mereka untuk invest dikarenakan khawatir akan resesi global yang diprediksi terjadi di tahun 2023.  Lah terus gembar-gembor memiliki budget sekian banyak ke media cuma gimmick apa gimana? 😂
1524497496147386368,2022-05-11 21:11:41 UTC,dfirdiansyah1,"@IsnanZulfida @GusVangke @dapitnih Corona masuk Indonesia tahun 2020, disaat itu kita resesi: -2,07% membaik di 2021: 3,69% 2022 diproyeksi bakal 5,41% puncaknya di tahun 2023 menjadi 6% di 2024 akhir masa jabatan Jokowi akan stabil di angka 5%an sampai 2027."
1524225020616056832,2022-05-11 03:08:58 UTC,kapuyuak_24285,"Tahun 2023 atau 2024, AS akan masuk lubang resesi. Jadi presiden setelah Jokowi harus orang yang bukan pro AS. Harus orang yang jago mensiasati ekonomi China.  Sumber: group FB DDB"
1522396057400844290,2022-05-06 02:01:19 UTC,pietrader_id,dan melihat terjadi kontraksi ekonomi di akhir 2022 dan awal 2023 yg akan berlangsung 2 kuartal lebih ~ secara teknis ini masuk resesi ekonomi.  #marketreview #bursa #saham #wallstreet #pietrader #resesi #ekonomi
1541704326610968577,2022-06-28 08:45:29 UTC,nug_50,"Cepat atau lambat, at least 2023, FRB bakal balik ke QE lagi  Inflasi -&gt; SBA naik -&gt; QT -&gt; Resesi -&gt; QE"
1541353401581051911,2022-06-27 09:31:02 UTC,msnindonesia,"Amerika Serikat Diramal Resesi 2023, Investor Beri Saran untuk Startup  https://t.co/gb7i04Gq5h"
1541350069286445057,2022-06-27 09:17:48 UTC,schmudotid,"Amerika Serikat Diramal Resesi 2023, Investor Beri Saran untuk Startup  https://t.co/Y9SX3hW2gH"
1539908908206067712,2022-06-23 09:51:08 UTC,cnbcindonesia,"Sri Mulyani: Resesi AS Makin Nyata, Terjadi di 2022 &amp; 2023  https://t.co/MSWPOfnAHJ"
1539472773982343168,2022-06-22 04:58:05 UTC,hmjm_unimus,"Wells Fargo, Jay Bryson, mengoreksi proyeksi ekonominya dari pertumbuhan ekonomi lemah menjadi resesi ringan yang dimulai pada pertengahan 2023. Inflasi dia perkirakan mulai punya akar di perekonomian tetapi tetap memberi catatan bahwa kenaikan suku bunga akan membatasi sejumlah"
1539163656369213446,2022-06-21 08:29:46 UTC,kontannews,"Resesi AS di Depan Mata, Kenaikan Suku Bunga The Fed Diramal Berlanjut hingga 2023  https://t.co/m24iAdg7hA #AmerikaSerikat/AS"
1539028537952198656,2022-06-20 23:32:51 UTC,penunggulabosi,Baru juga tadi malem diobrolin 2023 bakal resesi 😬
1538866145608212482,2022-06-20 12:47:34 UTC,vingika,"Daniel Bachman, Ekonom dari perusahaan audit ternama, Deloitte, memproyeksikan resesi Amerika Serikat paling cepat akan terjadi pada akhir tahun 2022 atau 2023.    https://t.co/0lgk7paxnd  #Deloitte #resesi #AS #ekonomi #sukubunga #TheFed"
1537736767880966144,2022-06-17 09:59:49 UTC,kontannews,"Ekonomi AS Diprediksi Jatuh Dalam Resesi pada 2023, S&amp;P 500 Bisa Anjlok 40%  https://t.co/m2da2iHI9V #Resesiekonomi"
1537665824752009218,2022-06-17 05:17:55 UTC,hima_s1ak,"[ BULLETIN AKADEMIK VOL.4]  Halo Keluarga Besar S1AK!🙋🏼‍♂️🙋🏻‍♀️ Ekonomi Indonesia di ramal mampu meningkat di tahun ini dan 2023 lho! Padahal ternyata, bisa saja disaat yang sama Indonesia terjadi resesi.  https://t.co/qI5A737JvF"
1536890592663601152,2022-06-15 01:57:25 UTC,talktophillip,Investor juga memprediksi bahwa suku bunga yang lebih tinggi kemungkinan akan memicu terjadinya resesi ekonomi pada pertengahan tahun 2023.  *Disclaimer On
1536490614010875905,2022-06-13 23:28:03 UTC,pietrader_id,2/ Selain itu kekuatiran terjadi resesi global semakin kuat: 70% ekonom memprediksi terjadi resesi ekonomi di 2023.  #breakingnews #pietrader #bursa #inflasi #resesi
1536359162430595073,2022-06-13 14:45:43 UTC,katadatacoid,"Lonjakan inflasi yang membayangi dunia telah mendorong sejumlah negara, terutama perekonomian maju seperti Amerika Serikat dan Inggris di ambang resesi pada 2023.   https://t.co/wUjI7t1MGG"
1535482362686894080,2022-06-11 04:41:37 UTC,widi_djail,Nasi Padang jadi pengalihan isu 2023 mau Resesi nih. 😅
1535481640704954368,2022-06-11 04:38:45 UTC,vingika,"Resesi hebat yang menghantam dunia diprediksi akan terjadi pada 2023 nanti. Jika melihat situasi saat ini, prediksi tersebut tidak bisa dibilang berlebihan. ...   https://t.co/gcBKohemaN  #resesi #TheFed #banksentral #stagflasi #Indonesia #saham #asetkripto"
1535200562152542208,2022-06-10 10:01:51 UTC,willsamosir,kayaknya 2023 resesi lg
1535193138192855040,2022-06-10 09:32:21 UTC,investorid,Amerika Serikat Diprediksi bakal Resesi pada Semester I-2023  https://t.co/0osTHQHJht
1535188620612538368,2022-06-10 09:14:24 UTC,cnbcindonesia,Alert! Resesi Bisa Terjadi di Semester Pertama 2023  https://t.co/2qoCw6mqf8
1535091092374310912,2022-06-10 02:46:51 UTC,fxstreetnewsid,"Resesi Kemungkinan Terjadi pada Semester 1 2023, Dow Terlihat di Bawah 30.000 – Survei CFO CNBC  https://t.co/Bb4lZUnEn1 #Recession #DowJones #RiskAversion #Inflation #SentimentPoll"
1535080923749724160,2022-06-10 02:06:27 UTC,ngalalakon,"Kebijakan apa yg akan dilakukan pemerintah untuk antisipasi Resesi   Hati-hati Resesi Makin Nyata, Serang Dunia Awal 2023  https://t.co/Cc3dheJIOf"
1541704326610968577,2022-06-28 08:45:29 UTC,nug_50,"Cepat atau lambat, at least 2023, FRB bakal balik ke QE lagi  Inflasi -&gt; SBA naik -&gt; QT -&gt; Resesi -&gt; QE"
1541353401581051911,2022-06-27 09:31:02 UTC,msnindonesia,"Amerika Serikat Diramal Resesi 2023, Investor Beri Saran untuk Startup  https://t.co/gb7i04Gq5h"
1541350069286445057,2022-06-27 09:17:48 UTC,schmudotid,"Amerika Serikat Diramal Resesi 2023, Investor Beri Saran untuk Startup  https://t.co/Y9SX3hW2gH"
1539908908206067712,2022-06-23 09:51:08 UTC,cnbcindonesia,"Sri Mulyani: Resesi AS Makin Nyata, Terjadi di 2022 &amp; 2023  https://t.co/MSWPOfnAHJ"
1539472773982343168,2022-06-22 04:58:05 UTC,hmjm_unimus,"Wells Fargo, Jay Bryson, mengoreksi proyeksi ekonominya dari pertumbuhan ekonomi lemah menjadi resesi ringan yang dimulai pada pertengahan 2023. Inflasi dia perkirakan mulai punya akar di perekonomian tetapi tetap memberi catatan bahwa kenaikan suku bunga akan membatasi sejumlah"
1539163656369213446,2022-06-21 08:29:46 UTC,kontannews,"Resesi AS di Depan Mata, Kenaikan Suku Bunga The Fed Diramal Berlanjut hingga 2023  https://t.co/m24iAdg7hA #AmerikaSerikat/AS"
1539028537952198656,2022-06-20 23:32:51 UTC,penunggulabosi,Baru juga tadi malem diobrolin 2023 bakal resesi 😬
1538866145608212482,2022-06-20 12:47:34 UTC,vingika,"Daniel Bachman, Ekonom dari perusahaan audit ternama, Deloitte, memproyeksikan resesi Amerika Serikat paling cepat akan terjadi pada akhir tahun 2022 atau 2023.    https://t.co/0lgk7paxnd  #Deloitte #resesi #AS #ekonomi #sukubunga #TheFed"
1537736767880966144,2022-06-17 09:59:49 UTC,kontannews,"Ekonomi AS Diprediksi Jatuh Dalam Resesi pada 2023, S&amp;P 500 Bisa Anjlok 40%  https://t.co/m2da2iHI9V #Resesiekonomi"
1537665824752009218,2022-06-17 05:17:55 UTC,hima_s1ak,"[ BULLETIN AKADEMIK VOL.4]  Halo Keluarga Besar S1AK!🙋🏼‍♂️🙋🏻‍♀️ Ekonomi Indonesia di ramal mampu meningkat di tahun ini dan 2023 lho! Padahal ternyata, bisa saja disaat yang sama Indonesia terjadi resesi.  https://t.co/qI5A737JvF"
1536890592663601152,2022-06-15 01:57:25 UTC,talktophillip,Investor juga memprediksi bahwa suku bunga yang lebih tinggi kemungkinan akan memicu terjadinya resesi ekonomi pada pertengahan tahun 2023.  *Disclaimer On
1536490614010875905,2022-06-13 23:28:03 UTC,pietrader_id,2/ Selain itu kekuatiran terjadi resesi global semakin kuat: 70% ekonom memprediksi terjadi resesi ekonomi di 2023.  #breakingnews #pietrader #bursa #inflasi #resesi
1536359162430595073,2022-06-13 14:45:43 UTC,katadatacoid,"Lonjakan inflasi yang membayangi dunia telah mendorong sejumlah negara, terutama perekonomian maju seperti Amerika Serikat dan Inggris di ambang resesi pada 2023.   https://t.co/wUjI7t1MGG"
1535482362686894080,2022-06-11 04:41:37 UTC,widi_djail,Nasi Padang jadi pengalihan isu 2023 mau Resesi nih. 😅
1535481640704954368,2022-06-11 04:38:45 UTC,vingika,"Resesi hebat yang menghantam dunia diprediksi akan terjadi pada 2023 nanti. Jika melihat situasi saat ini, prediksi tersebut tidak bisa dibilang berlebihan. ...   https://t.co/gcBKohemaN  #resesi #TheFed #banksentral #stagflasi #Indonesia #saham #asetkripto"
1535200562152542208,2022-06-10 10:01:51 UTC,willsamosir,kayaknya 2023 resesi lg
1535193138192855040,2022-06-10 09:32:21 UTC,investorid,Amerika Serikat Diprediksi bakal Resesi pada Semester I-2023  https://t.co/0osTHQHJht
1535188620612538368,2022-06-10 09:14:24 UTC,cnbcindonesia,Alert! Resesi Bisa Terjadi di Semester Pertama 2023  https://t.co/2qoCw6mqf8
1535091092374310912,2022-06-10 02:46:51 UTC,fxstreetnewsid,"Resesi Kemungkinan Terjadi pada Semester 1 2023, Dow Terlihat di Bawah 30.000 – Survei CFO CNBC  https://t.co/Bb4lZUnEn1 #Recession #DowJones #RiskAversion #Inflation #SentimentPoll"
1535080923749724160,2022-06-10 02:06:27 UTC,ngalalakon,"Kebijakan apa yg akan dilakukan pemerintah untuk antisipasi Resesi   Hati-hati Resesi Makin Nyata, Serang Dunia Awal 2023  https://t.co/Cc3dheJIOf"
1553221876616511493,2022-07-30 03:32:07 UTC,schmudotid,"IMF: Risiko Resesi Makin Nyata pada 2023, Amerika Dekati Stagnasi  https://t.co/3Cb9zPnexP"
1552995331419545600,2022-07-29 12:31:54 UTC,gtdsdbtr,Jago cari uang untuk negara &amp; prediksinya tepat. Ibu Sri Mulyani yang prediksi AS akan resesi di 2022. Gak percaya ? Cari sendiri. Bank Jerman prediksi akhir 2023 AS resesi. Siapa yang tepat  ? Ibu Sri Mulyani. Manusia pintar harus diberi penghargaan. Capres 2024 adalah tepat.
1552681910966423552,2022-07-28 15:46:29 UTC,mayratnaanggrai,"potensi risiko resesi di banyak negara. Survei Bloomberg 15 Juli 2022 menunjukkan potensi resesi di Sri Lanka 85%, AS 40%, China 20% dan Indonesia 3%. WEO IMF Juli 2022 merevisi ke bawah/menurun pertumbuhan ekonomi global menjadi 3,2% (2022) &amp; 2,9% (2023)."
1552582034920378368,2022-07-28 09:09:37 UTC,tvr_parlemen,TVR 120 - Resesi Tidak Pengaruhi APBN 2023  Perekonomian Indonesia masih jauh dari Resesi walau ada Proyeksi Krisis Ekonomi akibat Gelombang Inflasi dan Memanasnya Tensi Politik Global. Meski demikian Kewaspadaan perlu ditingkatkan guna Meminimalisir   #tvrparlemen #dprri #tvr120  https://t.co/UJonsANZxB
1552518946687164416,2022-07-28 04:58:55 UTC,mayratnaanggrai,"potensi risiko resesi di banyak negara. Survei Bloomberg 15 Juli 2022 menunjukkan potensi resesi di Sri Lanka 85%, AS 40%, China 20% dan Indonesia 3%. WEO IMF Juli 2022 merevisi ke bawah/menurun pertumbuhan ekonomi global menjadi 3,2% (2022) &amp; 2,9% (2023).  https://t.co/p2R5i9jWkf"
1552478175749632000,2022-07-28 02:16:55 UTC,cnbcindonesia,"2023 Dunia Diramal Resesi, Simpan Duit yang Aman di Mana Nih?  https://t.co/jUepUAifTb"
1552112045734379520,2022-07-27 02:02:03 UTC,talktophillip,"Tentunya, hal ini juga disusul oleh pemangkasan suku bunga di tahun 2023 untuk menopang ekonomi menghadapi risiko resesi.  *Disclaimer On"
1552084949385486336,2022-07-27 00:14:22 UTC,katadatacoid,"Ekonomi RI Diramal Tumbuh 5,2% pada 2023 di Tengah Risiko Resesi Dunia    https://t.co/slcDGE0zWg"
1551970847900188673,2022-07-26 16:40:59 UTC,zonaonlinenet1,"Masa reses persidangan V tahun 2022-2023 DPR RI Komisi Vlll Umar Bashor, SE. Menggelar pertemuan di Labruk Lor Sumbersuko Kab Lumajang Jatim.  Pihaknya memberi peluang untuk mengadu bila ada temuan dengan tugas yang diemban.  https://t.co/XaT5cxkpSW"
1551954401648058374,2022-07-26 15:35:37 UTC,schmudotid,"Ekonomi RI Diramal Tumbuh 5,2% pada 2023 di Tengah Risiko Resesi Dunia  https://t.co/Lw1FLWXbLR"
1551871608603545600,2022-07-26 10:06:38 UTC,monitorind_news,APBN 2023 Hadapi Tantangan Internal dan Resesi Global  https://t.co/ZiEkVnY2er
1550649608669241344,2022-07-23 01:10:51 UTC,bgubauthobytb2,Mulai dari Tahun 2020- 2023 Kesana Di Indonesia  Terancam Resesi Ekonomi. Rakyat Semakin Susah &amp; Menderita Dewasa ini.🫣🤦
1550048772906192896,2022-07-21 09:23:20 UTC,indopos_id,"Siapkan Mitigasi Resesi, DPR: Waspadai Kuartal Pertama dan Kedua di 2023  https://t.co/bhZXKDnpWC #dpr #Ekonomi #KomisiXIDPRRI #MitigasiResesi"
1549968275211034629,2022-07-21 04:03:28 UTC,myputun,"Dunia Diramal Resesi Tahun 2023, Simpan Duit di Mana Nih?  https://t.co/0glfWIwXFy"
1549687598154936320,2022-07-20 09:28:09 UTC,investingindo,"Berita besar awal pekan adalah perusahaan terbesar di dunia, Apple Inc (NASDAQ:AAPL), akan memperlambat perekrutan dan menurunkan biaya pengeluaran untuk bidang umum setidaknya hingga tahun 2023 agar dapat melawan peningkatan risiko resesi.   https://t.co/MPYqQl7DOM"
1549682002181464065,2022-07-20 09:05:55 UTC,katadatacoid,"Para ekonom dalam survei Bloomberg yang dirilis pada 6 Juli 2022 menilai, potensi perekonomian Asia mengalami resesi pada 2023 masih cukup rendah. Berikut porbabilitas terjadinya resesi di Asia. #Infografik   https://t.co/6rJgJxy6Mh"
1549659176107999233,2022-07-20 07:35:13 UTC,ecn_id,"↘️ Apple memotong pengeluaran setidaknya hingga 2023  Berita besar awal pekan adalah perusahaan terbesar di dunia, Apple, akan memperlambat perekrutan dan menurunkan biaya pengeluaran untuk bidang umum setidaknya hingga tahun 2023 agar dapat melawan peningkatan risiko resesi.  https://t.co/0mz7bCc6ep"
1549003206646042624,2022-07-18 12:08:38 UTC,abdullahjati20,"Dunia Diramal Resesi Tahun 2023, Amankan Duit di Mana Nih?  *duit dari mana??? 😹   https://t.co/4sniv7X7OS"
1548891455577411584,2022-07-18 04:44:34 UTC,akusirangga,"berhubung ada potensi resesi dunia 2023, jajannya kita tahan dulu ya.  sambil berharap mudah-mudahan KPR ga naik lagi."
1548876911098867712,2022-07-18 03:46:47 UTC,cnbcindonesia,"2023 Dunia Diramal Resesi, Simpan Duit Dimana Nih?  https://t.co/EDNpPLT1aj"
1548801830200569856,2022-07-17 22:48:26 UTC,chakrawijaya3,"Dunia Diramal Resesi Tahun 2023, Amankan Duit di Mana Nih?   #Tolak_PengesahanRKUHP #Tolak_PengesahanRKUHP  https://t.co/AWVugNbnJv"
1548472280829014016,2022-07-17 00:58:55 UTC,bebasbaru,"Bila dalam waktu 5 bulan ke depan tak ada perubahan, sangat mengerikan ancaman krisis, yakni huru-hara di negara yg tak punya stok pangan   Gawat Harga Pangan Makin Melonjak! Indonesia Juga Dihantam Resesi Bersama 15 Negara di Asia Tahun 2023  https://t.co/V5Au6adS6q"
1548106423292534784,2022-07-16 00:45:08 UTC,herkholis2,"Sri Mulyani: Ancaman Resesi Ekonomi Sampai 2023, Kita Harus Waspada - Bisnis #WaspadaResesiEkonomi  https://t.co/mMnB5hLkIK  https://t.co/UbihgMOLcS"
1547783724427022336,2022-07-15 03:22:50 UTC,rantykaa,@__moonstarss Engga kayaknya. Sama aja gak sih kayak yang BA-nya Min Ho itu? Yang oke sih tetep FSS cuma harganya juga oke untuk menghadapi resesi 2023 🥲
1547756105245540353,2022-07-15 01:33:06 UTC,cnbcindonesia,"Dunia Diramal Resesi Tahun 2023, Simpan Duit di Mana Nih?  https://t.co/vEcdhDDR1w"
1547749391024689153,2022-07-15 01:06:25 UTC,endri671,@RamliRizal Kemungkinan Resesi 2022-2023?
